Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,aprobacion programador,correo de programador,correo de planeador,Completado,Observaciones,Fecha Programada,imagen_observacion
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Funcionamiento de Luces pilotos,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Estado de Interruptores (Breakers y Totalizadores),"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Estado del Seccionador,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Buen Estado del transformador ,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Estado del cableado y terminales,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Funcionamiento del relé de reactiva y condensadores,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Revisión limpieza extractor IO climatizador tablero eléctrico.,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Estructura externa de gabinetes ,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Limpieza general interna y externa,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Estado puerta subestación,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928701,SUBESTACION 1 PRODUCCION 13.2 KV A 440 V,13345010,Inspección semanal sub1 prod 13.2kv/440v,Iluminación del area,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Funcionamiento de Luces pilotos,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Estado de Interruptores (Breakers y Totalizadores),"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Estado del Seccionador,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Buen Estado del transformador ,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Estado del cableado y terminales,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Funcionamiento del relé de reactiva y condensadores,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Revisión limpieza extractor IO climatizador tablero eléctrico.,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Estructura externa de gabinetes ,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Limpieza general interna y externa,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Estado puerta subestación,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928702,SUBESTACION 2 PRODUCCION 13.2 KV A 440 V,13345011,Inspección semanal sub2 prod 13.2kv/440v,Iluminación del area,"0,045454545",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Funcionamiento de Luces pilotos,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Estado de Interruptores (Breakers y Totalizadores),"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Estado del Seccionador,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Buen Estado del transformador ,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Estado del cableado y terminales,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Funcionamiento del relé de reactiva y condensadores,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Revisión limpieza extractor IO climatizador tablero eléctrico.,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Estructura externa de gabinetes ,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Limpieza general interna y externa,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Estado puerta subestación,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928703,SUBESTACION 3 PRODUCCION 13.2 KV A 220 V,13345012,Inspección semanal sub3 prod 13.2kv/220v,Iluminación del area,"0,038461538",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Estado del Seccionador,"0,055555556",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Buen Estado del transformador ,"0,055555556",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Estado del cableado y terminales,"0,055555556",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Funcionamiento del relé de reactiva y condensadores,"0,055555556",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Revisión limpieza extractor IO climatizador tablero eléctrico.,"0,055555556",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Estructura externa de gabinetes ,"0,055555556",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Limpieza general interna y externa,"0,055555556",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Estado puerta subestación,"0,055555556",,,,,,,,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928704,SUBESTACION 4 PRODUCCION 13.2 KV A 220 V,13345013,Inspección semanal sub4 prod 13.2kv/220v,Iluminación del area,"0,055555556",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,"Verificación del motor principal (Nivel de aceite, Carga de baterías, Refrigeración, Arranque manual-automático)  ","0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Verificación de la bomba ( Estado lubricación y sello mecánico) ,"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Verificación de la presión de la red contra-incendio (140-163 psi),"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,"Verificación de las tuberías, válvulas y empaques","0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Verificación de fuga de agua ,"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,"Verificación de hidrantes, seccionadores y uniones","0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Verificación de alarmas en Panel principal ,"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,"Verificación estado bomba Yogui (Empaques, Elastómero, Rodamientos, Sello mecánico) ","0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Revisión limpieza extractor IO climatizador tablero eléctrico.,"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Verificación del Cableado eléctrico y control,"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Verificación Sensor de presión ,"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Verificación estado de manómetros ,"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689639,RED CONTRA INCENDIOS,13356393,Inspección semanal red contra-incendios,Verificar nivel de ACPM                  ,"0,038461538",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749639,REDES ELECTRICAS,13344966,Inspección semanal redes electricas,Verificar tendido del cableado y terminales eléctricas,"0,071428571",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749639,REDES ELECTRICAS,13344966,Inspección semanal redes electricas,"Verificación de tableros eléctrico de distribución   (Breakers, Termografía)   ","0,071428571",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749639,REDES ELECTRICAS,13344966,Inspección semanal redes electricas,Revisión estructura externa de gabinetes ,"0,071428571",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749639,REDES ELECTRICAS,13344966,Inspección semanal redes electricas,Revisión limpieza general y externa ,"0,071428571",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749639,REDES ELECTRICAS,13344966,Inspección semanal redes electricas,Verificación del seccionador principal del tablero ,"0,071428571",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749639,REDES ELECTRICAS,13344966,Inspección semanal redes electricas,Revisión limpieza extractor IO climatizador tablero eléctrico.,"0,071428571",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,749639,REDES ELECTRICAS,13344966,Inspección semanal redes electricas,Verificación estado del barraje de cobre ,"0,071428571",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65939901,BOMBAS SUM AGUA CAL. 300BHP,13356419,Inspección semanal bombas cond. cald 300,Revision Bomba Sum de Agua Cal. 300,"0,5",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65939806,CHIMENEA 2,13356416,Inspección semanal chimenea #2,Chimenea 2,"0,5",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,65939803,TANQUE ALIMENTACION  AGUA CALDERA,13356413,Inspección semanal tk alime agua caldera,Tanque alimentación agua caldera COD: 65939803,"0,25",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Estado bombas de #1 Y #2,"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Fugas ( agua y nh3),"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Estado instrumentación condensadores,"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Estado tablero eléctrico condensadores,"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Estado componentes electricos en condesador,"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Revisión limpieza extractor IO climatizador tablero eléctrico.,"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Estado eliminadores de gotas condensadores,"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Estado pintura chasis condensadores,"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,"Estado de motores #1, #2, #3, #4 y #5","0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Estado serpentines y rociadores,"0,045454545",,,,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630012,CONDENSADOR EVAPORATIVO #4,13356376,Inspección semanal condensador evapor #4,Estado de plataformas,"0,045454545",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,"Funcionamiento sistema de llenado (válvulas, sonda, tubo de llenado, tulipas y soporte de tulipas.)","0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Funcionamiento servomotores (revisar consumo) ,"0,010204082",si,si,si,si,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,"Estado instrumentos de medición  (Manómetros, termómetros, sensores)","0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,"Estado del tazón (sensor de nivel, presión, y altura)","0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Funcionamiento estrella de entrada y salida,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Funcionamiento de sensores y electroválvulas,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Estado de cilindros y topes,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Presencia de agua y aire,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Estado y funcionamiento cilindros elevadores,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Estado de leva y seguidores de leva del carrusel,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,estado del sistema eléctrico y conexiones,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Estado de juegos de manejo,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Estado y funcionamiento de la trasmisión,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,"Sistema de lavado (boquillas , tuberia)","0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Verificar sistema de lubricacion,"0,010204082",si,si,si,si,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Estado de sensores,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Estado de centradores,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Verificar sistema neumatico,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Estado de empaques e inspección de fugas,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13354890,Inspección semanal llenadora botella nhf,Nivel de aceite,"0,010204082",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,Estado sistema eléctrico ,"0,055555556",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:31:50",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,Funcionamiento de la trasmisión (motores y cadenas),"0,055555556",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:32:10",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,Electroválvulas en funcionamiento,"0,055555556",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:32:25",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,Sensores en buen estado,"0,055555556",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:32:50",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,Guía de soporte en buen estado ,"0,055555556",si,si,si,si,,.,.,si,CUMPLE,"21/5/2024, 10:33:11",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,Rev. Nivel cartucho de lubricacion,"0,055555556",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:35:36",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,"Estado y funcionamiento del rechazador lineal (dedos, membranas y cadenas)","0,055555556",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:35:51",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,Estado de tablero eléctrico ( verificar conexiones),"0,055555556",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:36:13",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599602,INSPECTOR CHECKMAT,13354899,Inspección semanal checkmat nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,055555556",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:37:28",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Estado de la impresión,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:38:09",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Buena condición de panel de control,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:38:48",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Buena conexión eléctrica,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:39:12",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Estado puesta a tierra,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:40:18",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Limpieza general de equipo,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:40:49",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Estado del sensor ,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:41:50",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Estado de filtros de aire,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:42:18",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Estado y funcionamiento de encoder y acople,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:42:33",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Limpieza de mangueras extraccion de humo,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:45:38",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,589650,CODIFICADOR LÁSER,13354897,Inspección semanal codificador laser nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,05",,,,,,.,.,si,CUMPLE,"21/5/2024, 10:45:59",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,548781,ENFARDADORA,13354892,Inspección semanal enfardadora nhf,Estado de mangueras.,"0,025",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,548781,ENFARDADORA,13354892,Inspección semanal enfardadora nhf,Revision de estado bomba de vacío.,"0,025",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,548781,ENFARDADORA,13354892,Inspección semanal enfardadora nhf,Estado instrumentos de medición (Manómetros).,"0,025",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,548781,ENFARDADORA,13354892,Inspección semanal enfardadora nhf,"Funcionamientos motores y reductores (ruido, vibración, recalentamiento, consumo y nivel de aceite).","0,025",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,548781,ENFARDADORA,13354892,Inspección semanal enfardadora nhf,"Estado y funcionamiento mesa de empacado (cadenas, guías).","0,025",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,548781,ENFARDADORA,13354892,Inspección semanal enfardadora nhf,"Revision del funcionamiento de sensores (inductivos, fotoeléctricos).","0,025",,,,,,,,,,,
